country	num_entries	total	doi	year	query_date
China	1	1	doi:10.1007/s10549-019-05177-0	2019	2021-04-27
Ethiopia	1	1	doi:10.1186/s12978-019-0745-2	2019	2021-04-27
United States	1	1	doi:10.1038/s41598-019-43805-3	2019	2021-04-27
China	1	1	doi:10.1007/s10854-019-00669-7	2019	2021-04-27
United Kingdom	1	1	doi:10.1186/s13041-019-0542-4	2019	2021-04-27
United States	1	1	doi:10.1186/s13041-019-0542-4	2019	2021-04-27
Portugal	1	1	doi:10.1007/s10853-019-03508-6	2019	2021-04-27
Norway	1	1	doi:10.1186/s12876-019-1134-6	2019	2021-04-27
Sweden	1	1	doi:10.1186/s12876-019-1134-6	2019	2021-04-27
United Kingdom	1	1	doi:10.1186/s12876-019-1134-6	2019	2021-04-27
United States	1	1	doi:10.1186/s12876-019-1134-6	2019	2021-04-27
South Korea	1	1	doi:10.1186/s41029-019-0034-y	2019	2021-04-27
United States	1	1	doi:10.1186/s11689-019-9275-z	2019	2021-04-27
Austria	1	1	doi:10.1007/s10853-018-3173-8	2019	2021-04-27
United States	1	1	doi:10.1007/s10853-018-3173-8	2019	2021-04-27
France	1	1	doi:10.1007/s13164-019-00441-0	2019	2021-04-27
Egypt	1	1	doi:10.1007/s00339-019-2666-x	2019	2021-04-27
China	1	1	doi:10.1007/s11042-020-08927-1	2020	2021-04-27
Estonia	1	1	doi:10.1186/s40991-020-00057-z	2020	2021-04-27
Germany	1	1	doi:10.1186/s40991-020-00057-z	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP02(2020)189	2020	2021-04-27
Turkey	1	1	doi:10.1007/s10798-020-09571-4	2020	2021-04-27
China	1	1	doi:10.1186/s12957-020-01877-w	2020	2021-04-27
United States	1	1	doi:10.1186/s12957-020-01877-w	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP08(2020)165	2020	2021-04-27
China	1	1	doi:10.1186/s13014-020-01627-y	2020	2021-04-27
Germany	1	1	doi:10.1186/s13014-020-01627-y	2020	2021-04-27
United States	1	1	doi:10.1186/s12911-020-1044-0	2020	2021-04-27
United States	1	1	doi:10.1007/s40615-020-00806-7	2020	2021-04-27
China	1	1	doi:10.1186/s12865-020-00344-1	2020	2021-04-27
Finland	1	1	doi:10.1007/s00703-020-00749-y	2020	2021-04-27
Turkey	1	1	doi:10.1007/s00703-020-00749-y	2020	2021-04-27
United States	1	1	doi:10.1186/s40959-020-0058-1	2020	2021-04-27
Canada	1	1	doi:10.1007/s42524-019-0086-4	2020	2021-04-27
Japan	1	1	doi:10.1038/s41598-020-65993-z	2020	2021-04-27
United States	1	1	doi:10.1038/s41598-020-65993-z	2020	2021-04-27
Australia	1	1	doi:10.1007/s40948-020-00147-z	2020	2021-04-27
China	1	1	doi:10.1007/s40948-020-00147-z	2020	2021-04-27
Ireland	1	1	doi:10.1007/s00348-020-02959-x	2020	2021-04-27
France	1	1	doi:10.1038/s42003-020-0785-8	2020	2021-04-27
Sweden	1	1	doi:10.1186/s13068-020-01698-9	2020	2021-04-27
France	1	1	doi:10.1186/s13195-020-00727-x	2020	2021-04-27
Ireland	1	1	doi:10.1186/s13195-020-00727-x	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s13195-020-00727-x	2020	2021-04-27
Italy	1	1	doi:10.1186/s13256-020-02412-x	2020	2021-04-27
Greece	1	1	doi:10.1007/s40618-020-01431-1	2020	2021-04-27
Italy	1	1	doi:10.1038/s41598-020-77945-8	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP03(2020)189	2020	2021-04-27
South Africa	1	1	doi:10.1007/s11082-020-02455-w	2020	2021-04-27
Iran	1	1	doi:10.1186/s40854-020-00175-4	2020	2021-04-27
China	1	1	doi:10.1186/s12974-019-1616-z	2020	2021-04-27
Turkey	1	1	doi:10.1186/s40779-020-00234-y	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-01796-6	2020	2021-04-27
Iran	1	1	doi:10.1007/s10389-020-01295-y	2020	2021-04-27
Brazil	1	1	doi:10.1186/s12963-020-00204-5	2020	2021-04-27
United States	1	1	doi:10.1186/s12963-020-00204-5	2020	2021-04-27
Iran	1	1	doi:10.1007/s11906-020-1029-5	2020	2021-04-27
United States	1	1	doi:10.1007/s11906-020-1029-5	2020	2021-04-27
Pakistan	1	1	doi:10.1007/s40314-020-01142-6	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP09(2020)193	2020	2021-04-27
China	1	1	doi:10.1186/s12967-020-02453-2	2020	2021-04-27
China	1	1	doi:10.1007/s10690-020-09322-4	2020	2021-04-27
France	1	1	doi:10.1186/s12977-020-00518-0	2020	2021-04-27
China	1	1	doi:10.1186/s42483-020-00060-z	2020	2021-04-27
India	1	1	doi:10.1007/s12346-020-00383-4	2020	2021-04-27
France	1	1	doi:10.1038/s41557-020-00610-0	2020	2021-04-27
United States	1	1	doi:10.1038/s41557-020-00610-0	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s12879-020-4819-0	2020	2021-04-27
Mexico	1	1	doi:10.1007/s10914-020-09510-z	2020	2021-04-27
China	1	1	doi:10.1007/s10661-020-08692-6	2020	2021-04-27
Poland	1	1	doi:10.1007/s10661-020-08692-6	2020	2021-04-27
Czech Republic	1	1	doi:10.1186/s13756-020-00765-y	2020	2021-04-27
United States	1	1	doi:10.1186/s12911-020-01334-4	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP11(2020)167	2020	2021-04-27
Taiwan	1	1	doi:10.1186/s12891-020-03372-5	2020	2021-04-27
India	1	1	doi:10.1007/s12652-020-02003-0	2020	2021-04-27
China	1	1	doi:10.1007/s12237-020-00857-3	2020	2021-04-27
South Africa	1	1	doi:10.1007/s12237-020-00857-3	2020	2021-04-27
Italy	1	1	doi:10.1038/s41598-020-74040-w	2020	2021-04-27
Australia	1	1	doi:10.1007/s11423-020-09909-8	2020	2021-04-27
Germany	1	1	doi:10.1007/s11423-020-09909-8	2020	2021-04-27
Japan	1	1	doi:10.1007/s11423-020-09909-8	2020	2021-04-27
Switzerland	1	1	doi:10.1007/s11423-020-09909-8	2020	2021-04-27
Sweden	1	1	doi:10.1038/s41598-020-80233-0	2020	2021-04-27
United States	1	1	doi:10.1007/s11605-020-04634-2	2020	2021-04-27
India	1	1	doi:10.1007/s10661-020-08684-6	2020	2021-04-27
China	1	1	doi:10.1186/s42774-020-00047-6	2020	2021-04-27
China	1	1	doi:10.1186/s12870-020-02351-1	2020	2021-04-27
Canada	1	1	doi:10.1186/s12939-020-01233-0	2020	2021-04-27
Netherlands	1	1	doi:10.1038/s41598-020-67446-z	2020	2021-04-27
United Kingdom	1	1	doi:10.1038/s41598-020-67446-z	2020	2021-04-27
Chile	1	1	doi:10.1007/s10212-020-00483-4	2020	2021-04-27
Spain	1	1	doi:10.1007/s10212-020-00483-4	2020	2021-04-27
Bangladesh	1	1	doi:10.1186/s13567-020-00771-3	2020	2021-04-27
Egypt	1	1	doi:10.1186/s13567-020-00771-3	2020	2021-04-27
Germany	1	1	doi:10.1186/s13567-020-00771-3	2020	2021-04-27
South Korea	1	1	doi:10.1186/s42649-020-00048-1	2020	2021-04-27
India	1	1	doi:10.1186/s43044-020-00130-9	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s43044-020-00130-9	2020	2021-04-27
Germany	1	1	doi:10.1007/s00020-019-2559-6	2020	2021-04-27
Ethiopia	1	1	doi:10.1186/s12906-020-03001-7	2020	2021-04-27
Japan	1	1	doi:10.1186/s40792-020-01020-7	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-00282-3	2020	2021-04-27
China	1	1	doi:10.1007/s00415-020-09942-w	2020	2021-04-27
China	1	1	doi:10.1186/s13048-020-00630-x	2020	2021-04-27
Australia	1	1	doi:10.1186/s13643-020-01374-x	2020	2021-04-27
Australia	1	1	doi:10.1007/s42864-020-00067-1	2020	2021-04-27
United States	1	1	doi:10.1007/s11199-020-01183-5	2020	2021-04-27
Switzerland	1	1	doi:10.1007/s10143-020-01399-9	2020	2021-04-27
China	1	1	doi:10.1007/s10092-020-00379-1	2020	2021-04-27
Australia	1	1	doi:10.1186/s12909-020-02013-8	2020	2021-04-27
Iran	1	1	doi:10.1007/s10389-020-01331-x	2020	2021-04-27
United States	1	1	doi:10.1007/s10389-020-01331-x	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-01105-1	2020	2021-04-27
Austria	1	1	doi:10.1038/s41467-020-15500-9	2020	2021-04-27
Italy	1	1	doi:10.1038/s41467-020-15500-9	2020	2021-04-27
United States	1	1	doi:10.1038/s41467-020-15500-9	2020	2021-04-27
United States	1	1	doi:10.1007/s40519-020-01055-7	2020	2021-04-27
Jordan	1	1	doi:10.1186/s12894-020-00657-8	2020	2021-04-27
Hungary	1	1	doi:10.1186/s13104-020-4918-4	2020	2021-04-27
France	1	1	doi:10.1038/s41598-020-77793-6	2020	2021-04-27
United Kingdom	1	1	doi:10.1038/s41598-020-77793-6	2020	2021-04-27
Algeria	1	1	doi:10.1007/s12633-020-00790-x	2020	2021-04-27
France	1	1	doi:10.1007/s12633-020-00790-x	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-00268-1	2020	2021-04-27
China	1	1	doi:10.1186/s43020-020-00025-9	2020	2021-04-27
Austria	1	1	doi:10.1186/s13601-020-00341-y	2020	2021-04-27
Germany	1	1	doi:10.1186/s13601-020-00341-y	2020	2021-04-27
Switzerland	1	1	doi:10.1186/s13601-020-00341-y	2020	2021-04-27
Guatemala	1	1	doi:10.1186/s12939-020-01182-8	2020	2021-04-27
China	1	1	doi:10.1186/s12886-020-01626-3	2020	2021-04-27
India	1	1	doi:10.1007/s12288-020-01360-2	2020	2021-04-27
China	1	1	doi:10.1007/s11433-020-1591-2	2020	2021-04-27
Iran	1	1	doi:10.1140/epjc/s10052-020-7911-0	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP03(2020)188	2020	2021-04-27
China	1	1	doi:10.1186/s12879-020-05045-z	2020	2021-04-27
Egypt	1	1	doi:10.1007/s13399-020-00773-3	2020	2021-04-27
China	1	1	doi:10.1038/s41392-020-00253-0	2020	2021-04-27
Israel	1	1	doi:10.1007/s12350-020-02338-3	2020	2021-04-27
Germany	1	1	doi:10.1007/s12410-020-09542-2	2020	2021-04-27
India	1	1	doi:10.1186/s43046-020-00033-5	2020	2021-04-27
India	1	1	doi:10.1007/s40735-020-00414-2	2020	2021-04-27
Germany	1	1	doi:10.1007/s00425-020-03381-7	2020	2021-04-27
Brazil	1	1	doi:10.1186/s13054-020-03278-7	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-03608-3	2020	2021-04-27
China	1	1	doi:10.1186/s40168-020-00820-1	2020	2021-04-27
Israel	1	1	doi:10.1186/s40168-020-00820-1	2020	2021-04-27
India	1	1	doi:10.1007/s12652-020-02252-z	2020	2021-04-27
Germany	1	1	doi:10.1186/s12889-020-08733-2	2020	2021-04-27
Sierra Leone	1	1	doi:10.1186/s12889-020-08733-2	2020	2021-04-27
Germany	1	1	doi:10.1186/s40536-020-00091-0	2020	2021-04-27
South Korea	1	1	doi:10.1007/s12369-020-00660-x	2020	2021-04-27
Brazil	1	1	doi:10.1007/s10029-020-02231-5	2020	2021-04-27
China	1	1	doi:10.1007/s40314-020-01186-8	2020	2021-04-27
China	1	1	doi:10.1186/s42492-020-00058-6	2020	2021-04-27
Brazil	1	1	doi:10.1140/epjc/s10052-020-7914-x	2020	2021-04-27
Peru	1	1	doi:10.1140/epjc/s10052-020-7914-x	2020	2021-04-27
Ethiopia	1	1	doi:10.1186/s13037-020-00234-w	2020	2021-04-27
United States	1	1	doi:10.1186/s12916-019-1484-5	2020	2021-04-27
Iran	1	1	doi:10.1007/s13314-020-00396-7	2020	2021-04-27
France	1	1	doi:10.1038/s41598-020-72919-2	2020	2021-04-27
United Kingdom	1	1	doi:10.1038/s41598-020-72919-2	2020	2021-04-27
Egypt	1	1	doi:10.1038/s41598-020-62584-w	2020	2021-04-27
United States	1	1	doi:10.1038/s41598-020-62584-w	2020	2021-04-27
China	1	1	doi:10.1186/s13660-020-02321-z	2020	2021-04-27
Canada	1	1	doi:10.1007/s13399-020-01029-w	2020	2021-04-27
Pakistan	1	1	doi:10.1007/s13399-020-01029-w	2020	2021-04-27
Saudi Arabia	1	1	doi:10.1007/s13399-020-01029-w	2020	2021-04-27
United States	1	1	doi:10.1038/s41598-020-66942-6	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s12902-020-00582-9	2020	2021-04-27
United States	1	1	doi:10.1038/s42003-020-0875-7	2020	2021-04-27
United States	1	1	doi:10.1007/s11138-020-00519-4	2020	2021-04-27
South Korea	1	1	doi:10.1007/s12540-020-00734-5	2020	2021-04-27
Japan	1	1	doi:10.1186/s12576-020-00749-y	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s13256-020-2358-3	2020	2021-04-27
Germany	1	1	doi:10.1038/s41598-020-79509-2	2020	2021-04-27
Netherlands	1	1	doi:10.1038/s41598-020-79509-2	2020	2021-04-27
China	1	1	doi:10.1186/s43014-020-00036-8	2020	2021-04-27
South Africa	1	1	doi:10.1186/s43014-020-00036-8	2020	2021-04-27
Italy	1	1	doi:10.1007/s11708-020-0717-9	2020	2021-04-27
Singapore	1	1	doi:10.1186/s13195-020-00604-7	2020	2021-04-27
Italy	1	1	doi:10.1186/s13075-020-02395-6	2020	2021-04-27
Croatia	1	1	doi:10.1038/s41598-020-67719-7	2020	2021-04-27
Iran	1	1	doi:10.1007/s11051-020-04789-8	2020	2021-04-27
Kuwait	1	1	doi:10.1007/s11051-020-04789-8	2020	2021-04-27
China	1	1	doi:10.1038/s41598-020-67451-2	2020	2021-04-27
Germany	1	1	doi:10.1038/s41419-020-02817-y	2020	2021-04-27
Mexico	1	1	doi:10.1007/s00339-020-03738-5	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s40814-020-0554-y	2020	2021-04-27
Ethiopia	1	1	doi:10.1186/s12953-020-00165-5	2020	2021-04-27
Germany	1	1	doi:10.1186/s12953-020-00165-5	2020	2021-04-27
United Arab Emirates	1	1	doi:10.1186/s12953-020-00165-5	2020	2021-04-27
United States	1	1	doi:10.1186/s12953-020-00165-5	2020	2021-04-27
China	1	1	doi:10.1007/s10856-020-06454-x	2020	2021-04-27
United States	1	1	doi:10.1186/s13089-020-00193-4	2020	2021-04-27
Belgium	1	1	doi:10.1038/s41598-020-60109-z	2020	2021-04-27
Morocco	1	1	doi:10.1186/s40816-020-00166-z	2020	2021-04-27
Italy	1	1	doi:10.1007/s10670-020-00332-2	2020	2021-04-27
Taiwan	1	1	doi:10.1186/s12911-020-01349-x	2020	2021-04-27
United States	1	1	doi:10.1186/s12911-020-01349-x	2020	2021-04-27
Japan	1	1	doi:10.1038/s41439-020-0095-1	2020	2021-04-27
China	1	1	doi:10.1186/s12911-020-1045-z	2020	2021-04-27
Germany	1	1	doi:10.1038/s41598-020-62484-z	2020	2021-04-27
Switzerland	1	1	doi:10.1038/s41598-020-62484-z	2020	2021-04-27
China	1	1	doi:10.1186/s12879-020-05300-3	2020	2021-04-27
United States	1	1	doi:10.1186/s12879-020-05300-3	2020	2021-04-27
China	1	1	doi:10.1186/s12886-020-01538-2	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-02787-3	2020	2021-04-27
Italy	1	1	doi:10.1007/s12008-020-00720-6	2020	2021-04-27
Hungary	1	1	doi:10.1007/s00190-020-01373-9	2020	2021-04-27
China	1	1	doi:10.1186/s12967-020-02270-7	2020	2021-04-27
China	1	1	doi:10.1007/s00604-020-04273-z	2020	2021-04-27
France	1	1	doi:10.1007/s00604-020-04273-z	2020	2021-04-27
Spain	1	1	doi:10.1007/s11357-020-00281-2	2020	2021-04-27
France	1	1	doi:10.1186/s12885-020-07207-3	2020	2021-04-27
China	1	1	doi:10.1186/s12893-020-00929-y	2020	2021-04-27
Canada	1	1	doi:10.1007/s40979-020-00066-2	2020	2021-04-27
India	1	1	doi:10.1007/s12070-020-02116-0	2020	2021-04-27
Iran	1	1	doi:10.1007/s11030-020-10042-0	2020	2021-04-27
China	1	1	doi:10.1007/s40820-020-00494-2	2020	2021-04-27
Iran	1	1	doi:10.21136/CMJ.2020.0479-19	2020	2021-04-27
Canada	1	1	doi:10.1186/s12877-020-1431-5	2020	2021-04-27
Taiwan	1	1	doi:10.1007/s10544-020-00501-8	2020	2021-04-27
China	1	1	doi:10.1038/s41378-020-00215-0	2020	2021-04-27
China	1	1	doi:10.1007/s41365-020-0730-z	2020	2021-04-27
Austria	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
China	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
Czech Republic	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
France	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
Germany	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
Russia	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
Switzerland	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
United States	1	1	doi:10.1007/s00345-020-03218-8	2020	2021-04-27
China	1	1	doi:10.1186/s12891-020-03438-4	2020	2021-04-27
Germany	1	1	doi:10.1186/s12891-020-03438-4	2020	2021-04-27
Canada	1	1	doi:10.1186/s12052-020-00127-7	2020	2021-04-27
United States	1	1	doi:10.1186/s12052-020-00127-7	2020	2021-04-27
Finland	1	1	doi:10.1186/s12934-020-01411-3	2020	2021-04-27
South Korea	1	1	doi:10.1007/s11032-020-01191-z	2020	2021-04-27
United States	1	1	doi:10.1007/s40688-020-00340-7	2020	2021-04-27
Denmark	1	1	doi:10.1186/s12871-020-0952-y	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP11(2020)173	2020	2021-04-27
Canada	1	1	doi:10.1186/s40623-020-01170-w	2020	2021-04-27
Japan	1	1	doi:10.1186/s40623-020-01170-w	2020	2021-04-27
Taiwan	1	1	doi:10.1007/s10479-020-03592-x	2020	2021-04-27
United Arab Emirates	1	1	doi:10.1007/s10479-020-03592-x	2020	2021-04-27
South Africa	1	1	doi:10.1186/s13660-020-02462-1	2020	2021-04-27
China	1	1	doi:10.1007/s00366-020-01135-3	2020	2021-04-27
United States	1	1	doi:10.1007/s00192-020-04585-x	2020	2021-04-27
Poland	1	1	doi:10.1186/s12917-020-02678-9	2020	2021-04-27
Denmark	1	1	doi:10.1186/s40634-020-00276-0	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s40634-020-00276-0	2020	2021-04-27
Austria	1	1	doi:10.1007/s11229-020-02746-5	2020	2021-04-27
Germany	1	1	doi:10.1007/s11229-020-02746-5	2020	2021-04-27
Saudi Arabia	1	1	doi:10.1186/s12889-020-09451-5	2020	2021-04-27
Ethiopia	1	1	doi:10.1186/s12913-020-05096-7	2020	2021-04-27
Australia	1	1	doi:10.1038/s41598-020-58523-4	2020	2021-04-27
Japan	1	1	doi:10.1038/s41598-020-58523-4	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP11(2020)171	2020	2021-04-27
China	1	1	doi:10.1038/s41419-020-2692-9	2020	2021-04-27
China	1	1	doi:10.1007/s10113-020-01679-6	2020	2021-04-27
Japan	1	1	doi:10.1186/s41100-020-00287-8	2020	2021-04-27
China	1	1	doi:10.1007/s11630-020-1370-7	2020	2021-04-27
United States	1	1	doi:10.1007/s43683-020-00042-9	2020	2021-04-27
China	1	1	doi:10.1007/s00604-020-04610-2	2020	2021-04-27
China	1	1	doi:10.1186/s42833-020-00015-w	2020	2021-04-27
Singapore	1	1	doi:10.1186/s42833-020-00015-w	2020	2021-04-27
China	1	1	doi:10.1186/s12933-020-01138-w	2020	2021-04-27
Austria	1	1	doi:10.1186/s40478-020-01086-2	2020	2021-04-27
Germany	1	1	doi:10.1186/s40478-020-01086-2	2020	2021-04-27
Sweden	1	1	doi:10.1186/s40478-020-01086-2	2020	2021-04-27
United States	1	1	doi:10.1186/s40478-020-01086-2	2020	2021-04-27
United States	1	1	doi:10.1038/s41467-020-19891-7	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP09(2020)191	2020	2021-04-27
India	1	1	doi:10.1186/s40543-020-00223-9	2020	2021-04-27
Norway	1	1	doi:10.1007/s12062-020-09279-2	2020	2021-04-27
Tunisia	1	1	doi:10.1007/s13132-020-00664-y	2020	2021-04-27
United States	1	1	doi:10.1186/s12862-020-01648-x	2020	2021-04-27
China	1	1	doi:10.1007/s40820-020-00451-z	2020	2021-04-27
United States	1	1	doi:10.1007/s40820-020-00451-z	2020	2021-04-27
China	1	1	doi:10.1186/s12891-020-03585-8	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-01221-y	2020	2021-04-27
Brazil	1	1	doi:10.1007/s10681-020-02635-5	2020	2021-04-27
United Kingdom	1	1	doi:10.1007/s12138-020-00567-y	2020	2021-04-27
Japan	1	1	doi:10.1038/s41598-020-73232-8	2020	2021-04-27
United States	1	1	doi:10.1007/s10767-020-09365-5	2020	2021-04-27
China	1	1	doi:10.1007/s11009-020-09775-0	2020	2021-04-27
Japan	1	1	doi:10.1007/s42452-020-03448-w	2020	2021-04-27
Germany	1	1	doi:10.1007/s11270-020-4420-6	2020	2021-04-27
Serbia	1	1	doi:10.1007/s11270-020-4420-6	2020	2021-04-27
India	1	1	doi:10.1007/s12247-020-09450-4	2020	2021-04-27
Saudi Arabia	1	1	doi:10.1007/s12247-020-09450-4	2020	2021-04-27
Brazil	1	1	doi:10.1007/s40430-020-02507-y	2020	2021-04-27
Spain	1	1	doi:10.1007/s40430-020-02507-y	2020	2021-04-27
Germany	1	1	doi:10.1007/s10948-020-05612-0	2020	2021-04-27
Brazil	1	1	doi:10.1007/s10468-020-09998-2	2020	2021-04-27
Italy	1	1	doi:10.1007/s10468-020-09998-2	2020	2021-04-27
Germany	1	1	doi:10.1007/s00190-020-01418-z	2020	2021-04-27
Germany	1	1	doi:10.1007/s12665-020-8863-2	2020	2021-04-27
South Africa	1	1	doi:10.1007/s12665-020-8863-2	2020	2021-04-27
Czech Republic	1	1	doi:10.1007/s12225-020-09886-4	2020	2021-04-27
Canada	1	1	doi:10.1186/s12913-020-05310-6	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s12913-020-05310-6	2020	2021-04-27
Spain	1	1	doi:10.1038/s41598-020-76490-8	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-00602-7	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP07(2020)240	2020	2021-04-27
Canada	1	1	doi:10.1245/s10434-020-09189-9	2020	2021-04-27
Nigeria	1	1	doi:10.1186/s40854-020-00195-0	2020	2021-04-27
South Africa	1	1	doi:10.1186/s40854-020-00195-0	2020	2021-04-27
China	1	1	doi:10.1186/s43556-020-00011-2	2020	2021-04-27
China	1	1	doi:10.1186/s12885-020-07488-8	2020	2021-04-27
United Kingdom	1	1	doi:10.1007/s00405-020-06281-4	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-01149-3	2020	2021-04-27
Germany	1	1	doi:10.1007/s00028-020-00578-x	2020	2021-04-27
NA	NA	1	doi:10.1038/d41586-020-01177-z	2020	2021-04-27
Italy	1	1	doi:10.1007/s40618-020-01400-8	2020	2021-04-27
Sweden	1	1	doi:10.1007/s40618-020-01400-8	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s13063-020-04618-2	2020	2021-04-27
Netherlands	1	1	doi:10.1186/s42238-020-00030-4	2020	2021-04-27
Spain	1	1	doi:10.1186/s42238-020-00030-4	2020	2021-04-27
Nigeria	1	1	doi:10.1186/s40834-020-00133-6	2020	2021-04-27
United States	1	1	doi:10.1038/s41467-020-19791-w	2020	2021-04-27
NA	NA	1	doi:10.1038/d43747-020-01182-1	2020	2021-04-27
Canada	1	1	doi:10.1186/s12961-020-00626-5	2020	2021-04-27
Lebanon	1	1	doi:10.1186/s12961-020-00626-5	2020	2021-04-27
South Africa	1	1	doi:10.1186/s12961-020-00626-5	2020	2021-04-27
Uganda	1	1	doi:10.1186/s12961-020-00626-5	2020	2021-04-27
China	1	1	doi:10.1038/s41598-020-60593-3	2020	2021-04-27
China	1	1	doi:10.1007/s10980-020-01044-2	2020	2021-04-27
Australia	1	1	doi:10.1007/s00426-020-01344-x	2020	2021-04-27
China	1	1	doi:10.1007/s11274-020-2797-4	2020	2021-04-27
United States	1	1	doi:10.1007/s11274-020-2797-4	2020	2021-04-27
Netherlands	1	1	doi:10.1038/s41598-020-79600-8	2020	2021-04-27
United States	1	1	doi:10.1038/s41598-020-79600-8	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s12966-020-0922-2	2020	2021-04-27
United States	1	1	doi:10.1186/s13024-020-0358-9	2020	2021-04-27
Nigeria	1	1	doi:10.1186/s43042-020-00111-2	2020	2021-04-27
Germany	1	1	doi:10.1038/s41598-020-80581-x	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s12955-020-01626-3	2020	2021-04-27
Malaysia	1	1	doi:10.1007/s42452-020-03550-z	2020	2021-04-27
Thailand	1	1	doi:10.1007/s42452-020-03550-z	2020	2021-04-27
India	1	1	doi:10.1007/s10661-020-08512-x	2020	2021-04-27
United States	1	1	doi:10.1186/s13037-020-00235-9	2020	2021-04-27
United States	1	1	doi:10.1007/s11606-020-06148-8	2020	2021-04-27
Portugal	1	1	doi:10.1007/s10714-020-02706-x	2020	2021-04-27
China	1	1	doi:10.1038/s41423-020-00555-x	2020	2021-04-27
Italy	1	1	doi:10.1186/s10020-020-00264-1	2020	2021-04-27
Sweden	1	1	doi:10.1186/s10020-020-00264-1	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s10020-020-00264-1	2020	2021-04-27
United States	1	1	doi:10.1186/s10020-020-00264-1	2020	2021-04-27
Brazil	1	1	doi:10.1186/s12963-020-00208-1	2020	2021-04-27
Iran	1	1	doi:10.1186/s12959-020-00233-y	2020	2021-04-27
Netherlands	1	1	doi:10.1007/s40620-020-00944-5	2020	2021-04-27
Taiwan	1	1	doi:10.1007/s12034-020-2080-1	2020	2021-04-27
United States	1	1	doi:10.1038/s41368-020-0082-x	2020	2021-04-27
NA	NA	1	doi:10.1007/JHEP11(2020)170	2020	2021-04-27
Portugal	1	1	doi:10.1007/s43939-020-00002-8	2020	2021-04-27
China	1	1	doi:10.1007/s10571-020-00886-3	2020	2021-04-27
Japan	1	1	doi:10.1186/s40792-020-01000-x	2020	2021-04-27
Italy	1	1	doi:10.1007/s13311-020-00978-4	2020	2021-04-27
China	1	1	doi:10.1186/s12958-020-00572-5	2020	2021-04-27
India	1	1	doi:10.1007/s12652-020-01730-8	2020	2021-04-27
Germany	1	1	doi:10.1038/s41598-020-79956-x	2020	2021-04-27
India	1	1	doi:10.1038/s41598-020-79956-x	2020	2021-04-27
Belgium	1	1	doi:10.1007/s00181-020-01998-x	2020	2021-04-27
Netherlands	1	1	doi:10.1007/s00181-020-01998-x	2020	2021-04-27
Norway	1	1	doi:10.1007/s00181-020-01998-x	2020	2021-04-27
United Kingdom	1	1	doi:10.1007/s00181-020-01998-x	2020	2021-04-27
United States	1	1	doi:10.1007/s00181-020-01998-x	2020	2021-04-27
Brazil	1	1	doi:10.1186/s12963-020-00222-3	2020	2021-04-27
United States	1	1	doi:10.1186/s12963-020-00222-3	2020	2021-04-27
Canada	1	1	doi:10.1186/s12873-020-0305-7	2020	2021-04-27
Saudi Arabia	1	1	doi:10.1186/s12873-020-0305-7	2020	2021-04-27
United Kingdom	1	1	doi:10.1186/s12873-020-0305-7	2020	2021-04-27
Canada	1	1	doi:10.1186/s12911-020-01335-3	2020	2021-04-27
United States	1	1	doi:10.1186/s41927-020-0117-0	2020	2021-04-27
Austria	1	1	doi:10.1038/s41598-020-58383-y	2020	2021-04-27
